individualID,daylength_1,daylength_2,daylength_3,daylength_4,daylength_5,daylength_6,daylength_7,daylength_8,daylength_9,daylength_10,daylength_11,daylength_12,prec_1,prec_2,prec_3,prec_4,prec_5,prec_6,prec_7,prec_8,prec_9,prec_10,prec_11,prec_12,rad_1,rad_2,rad_3,rad_4,rad_5,rad_6,rad_7,rad_8,rad_9,rad_10,rad_11,rad_12,snow_melt_1,snow_melt_2,snow_melt_3,snow_melt_4,snow_melt_5,snow_melt_6,snow_melt_7,snow_melt_8,snow_melt_9,snow_melt_10,snow_melt_11,snow_melt_12,tmax_1,tmax_2,tmax_3,tmax_4,tmax_5,tmax_6,tmax_7,tmax_8,tmax_9,tmax_10,tmax_11,tmax_12,tmin_1,tmin_2,tmin_3,tmin_4,tmin_5,tmin_6,tmin_7,tmin_8,tmin_9,tmin_10,tmin_11,tmin_12,vp_1,vp_2,vp_3,vp_4,vp_5,vp_6,vp_7,vp_8,vp_9,vp_10,vp_11,vp_12
NEON.PLA.D01.HARV.01053,33400.56804435484,37176.68568638393,42129.754788306454,47462.4,51929.18699596774,54143.999739583334,53133.21295362903,49197.8324092742,44064,38818.68384576613,34352.639973958336,32241.13615171371,97.52380952380952,80.47619047619048,94.47619047619048,92,97.04761904761905,122,112.85714285714286,104.76190476190476,112.9047619047619,131,87.57142857142857,103.42857142857143,207.32657466249714,291.2380948228901,379.57603717106645,434.9053963070824,401.2731185303672,380.39873004489476,382.05837226316856,368.3244237006168,330.3365079183427,255.53794190484442,186.48888905237592,166.11490001766364,1290.4761904761904,2242.285714285714,2890.285714285714,1708,237.9047619047619,0,0,0,0,0,2.857142857142857,331.42857142857144,10.952380952380953,10.571428571428571,17.095238095238095,25.523809523809526,29.595238095238095,31.976190476190474,32.80952380952381,32.095238095238095,29.785714285714285,24.142857142857142,18.261904761904763,13.166666666666666,-20.952380952380953,-19,-15.285714285714286,-4.904761904761905,-0.9047619047619048,4.976190476190476,9.69047619047619,8.30952380952381,2.380952380952381,-3.5714285714285716,-9.238095238095237,-15.142857142857142,311.70506912442397,320.40816326530614,449.70814132104454,667.4920634920635,1016.6513056835637,1456.126984126984,1744.8233486943166,1648.110599078341,1268.3809523809523,822.3041474654378,580,414.1321044546851
NEON.PLA.D01.HARV.01054,33400.56804435484,37176.68568638393,42129.754788306454,47462.4,51929.18699596774,54143.999739583334,53133.21295362903,49197.8324092742,44064,38818.68384576613,34352.639973958336,32241.13615171371,97.52380952380952,80.47619047619048,94.47619047619048,92,97.04761904761905,122,112.85714285714286,104.76190476190476,112.9047619047619,131,87.57142857142857,103.42857142857143,207.32657466249714,291.2380948228901,379.57603717106645,434.9053963070824,401.2731185303672,380.39873004489476,382.05837226316856,368.3244237006168,330.3365079183427,255.53794190484442,186.48888905237592,166.11490001766364,1290.4761904761904,2242.285714285714,2890.285714285714,1708,237.9047619047619,0,0,0,0,0,2.857142857142857,331.42857142857144,10.952380952380953,10.571428571428571,17.095238095238095,25.523809523809526,29.595238095238095,31.976190476190474,32.80952380952381,32.095238095238095,29.785714285714285,24.142857142857142,18.261904761904763,13.166666666666666,-20.952380952380953,-19,-15.285714285714286,-4.904761904761905,-0.9047619047619048,4.976190476190476,9.69047619047619,8.30952380952381,2.380952380952381,-3.5714285714285716,-9.238095238095237,-15.142857142857142,311.70506912442397,320.40816326530614,449.70814132104454,667.4920634920635,1016.6513056835637,1456.126984126984,1744.8233486943166,1648.110599078341,1268.3809523809523,822.3041474654378,580,414.1321044546851
NEON.PLA.D01.HARV.01059,33400.56804435484,37176.68568638393,42129.754788306454,47462.4,51929.18699596774,54143.999739583334,53133.21295362903,49197.8324092742,44064,38818.68384576613,34352.639973958336,32241.13615171371,97.52380952380952,80.47619047619048,94.47619047619048,92,97.04761904761905,122,112.85714285714286,104.76190476190476,112.9047619047619,131,87.57142857142857,103.42857142857143,207.32657466249714,291.2380948228901,379.57603717106645,434.9053963070824,401.2731185303672,380.39873004489476,382.05837226316856,368.3244237006168,330.3365079183427,255.53794190484442,186.48888905237592,166.11490001766364,1290.4761904761904,2242.285714285714,2890.285714285714,1708,237.9047619047619,0,0,0,0,0,2.857142857142857,331.42857142857144,10.952380952380953,10.571428571428571,17.095238095238095,25.523809523809526,29.595238095238095,31.976190476190474,32.80952380952381,32.095238095238095,29.785714285714285,24.142857142857142,18.261904761904763,13.166666666666666,-20.952380952380953,-19,-15.285714285714286,-4.904761904761905,-0.9047619047619048,4.976190476190476,9.69047619047619,8.30952380952381,2.380952380952381,-3.5714285714285716,-9.238095238095237,-15.142857142857142,311.70506912442397,320.40816326530614,449.70814132104454,667.4920634920635,1016.6513056835637,1456.126984126984,1744.8233486943166,1648.110599078341,1268.3809523809523,822.3041474654378,580,414.1321044546851
NEON.PLA.D01.HARV.01135,33434.01323084677,37189.028599330355,42129.754788306454,47450.87994791667,51895.7418094758,54143.999739583334,53110.91633064516,49197.8324092742,44064,38818.68384576613,34364.159895833334,32252.284526209678,99.95238095238095,82.33333333333333,96.9047619047619,94,98.66666666666667,122.80952380952381,114.71428571428571,107.71428571428571,114.19047619047619,131.14285714285714,88.47619047619048,105.0952380952381,213.1317977026311,298.443537498007,388.30107477659817,441.37650722927515,403.9422422253774,381.9326992095463,382.9824891097718,370.6838709630541,334.6793653336782,260.5173578335576,191.34984111483135,171.07956997919743,1368.1904761904761,2354.095238095238,3070.285714285714,1875.6190476190477,317.3333333333333,3.0476190476190474,0,0,0,0,3.0476190476190474,342.85714285714283,11.023809523809524,10.547619047619047,16.904761904761905,25.428571428571427,29.404761904761905,31.785714285714285,32.642857142857146,31.857142857142858,29.69047619047619,24.023809523809526,18.19047619047619,13.166666666666666,-20.80952380952381,-18.904761904761905,-15.214285714285714,-4.880952380952381,-0.7380952380952381,5.0476190476190474,9.738095238095237,8.30952380952381,2.4285714285714284,-3.5238095238095237,-9.142857142857142,-15.095238095238095,312.258064516129,320.95238095238096,449.7695852534562,666.3492063492064,1015.2380952380952,1450.984126984127,1740.3379416282642,1641.904761904762,1267.111111111111,823.1029185867895,581.2698412698413,413.8863287250384
NEON.PLA.D01.HARV.01137,33434.01323084677,37189.028599330355,42129.754788306454,47450.87994791667,51895.7418094758,54143.999739583334,53110.91633064516,49197.8324092742,44064,38818.68384576613,34364.159895833334,32252.284526209678,99.95238095238095,82.33333333333333,96.9047619047619,94,98.66666666666667,122.80952380952381,114.71428571428571,107.71428571428571,114.19047619047619,131.14285714285714,88.47619047619048,105.0952380952381,213.1317977026311,298.443537498007,388.30107477659817,441.37650722927515,403.9422422253774,381.9326992095463,382.9824891097718,370.6838709630541,334.6793653336782,260.5173578335576,191.34984111483135,171.07956997919743,1368.1904761904761,2354.095238095238,3070.285714285714,1875.6190476190477,317.3333333333333,3.0476190476190474,0,0,0,0,3.0476190476190474,342.85714285714283,11.023809523809524,10.547619047619047,16.904761904761905,25.428571428571427,29.404761904761905,31.785714285714285,32.642857142857146,31.857142857142858,29.69047619047619,24.023809523809526,18.19047619047619,13.166666666666666,-20.80952380952381,-18.904761904761905,-15.214285714285714,-4.880952380952381,-0.7380952380952381,5.0476190476190474,9.738095238095237,8.30952380952381,2.4285714285714284,-3.5238095238095237,-9.142857142857142,-15.095238095238095,312.258064516129,320.95238095238096,449.7695852534562,666.3492063492064,1015.2380952380952,1450.984126984127,1740.3379416282642,1641.904761904762,1267.111111111111,823.1029185867895,581.2698412698413,413.8863287250384
NEON.PLA.D01.HARV.01146,33434.01323084677,37189.028599330355,42129.754788306454,47450.87994791667,51895.7418094758,54143.999739583334,53110.91633064516,49197.8324092742,44064,38818.68384576613,34364.159895833334,32252.284526209678,99.95238095238095,82.33333333333333,96.9047619047619,94,98.66666666666667,122.80952380952381,114.71428571428571,107.71428571428571,114.19047619047619,131.14285714285714,88.47619047619048,105.0952380952381,213.1317977026311,298.443537498007,388.30107477659817,441.37650722927515,403.9422422253774,381.9326992095463,382.9824891097718,370.6838709630541,334.6793653336782,260.5173578335576,191.34984111483135,171.07956997919743,1368.1904761904761,2354.095238095238,3070.285714285714,1875.6190476190477,317.3333333333333,3.0476190476190474,0,0,0,0,3.0476190476190474,342.85714285714283,11.023809523809524,10.547619047619047,16.904761904761905,25.428571428571427,29.404761904761905,31.785714285714285,32.642857142857146,31.857142857142858,29.69047619047619,24.023809523809526,18.19047619047619,13.166666666666666,-20.80952380952381,-18.904761904761905,-15.214285714285714,-4.880952380952381,-0.7380952380952381,5.0476190476190474,9.738095238095237,8.30952380952381,2.4285714285714284,-3.5238095238095237,-9.142857142857142,-15.095238095238095,312.258064516129,320.95238095238096,449.7695852534562,666.3492063492064,1015.2380952380952,1450.984126984127,1740.3379416282642,1641.904761904762,1267.111111111111,823.1029185867895,581.2698412698413,413.8863287250384
NEON.PLA.D01.HARV.01163,33400.56804435484,37176.68568638393,42129.754788306454,47462.4,51929.18699596774,54143.999739583334,53133.21295362903,49197.8324092742,44064,38818.68384576613,34352.639973958336,32241.13615171371,105.28571428571429,86.04761904761905,100.61904761904762,97.52380952380952,103.80952380952381,127.28571428571429,118.28571428571429,112.14285714285714,117.9047619047619,136.23809523809524,91.85714285714286,109.47619047619048,211.28847936697636,297.1210879241528,391.7026107483379,448.0965076143779,408.4399380896315,383.9796825227283,385.4205841205087,371.4998471308414,333.75999968998013,258.07926316854594,189.98857131836905,170.06205829790295,1538.857142857143,2648.9523809523807,3501.5238095238096,2265.1428571428573,482.0952380952381,8,0,0,0,0,8,402.4761904761905,10.857142857142858,10.357142857142858,16.595238095238095,25.142857142857142,29.047619047619047,31.404761904761905,32.285714285714285,31.404761904761905,29.30952380952381,23.714285714285715,17.904761904761905,13,-21.166666666666668,-19.047619047619047,-15.523809523809524,-5.166666666666667,-0.7857142857142857,4.833333333333333,9.523809523809524,8.166666666666666,2.238095238095238,-3.5,-9.261904761904763,-15.214285714285714,307.28110599078343,314.76190476190476,440.2457757296467,655.5555555555555,999.447004608295,1426.920634920635,1708.2642089093702,1611.490015360983,1247.5555555555557,812.1044546850999,574.984126984127,408.29493087557603
NEON.PLA.D01.HARV.01176,33400.56804435484,37176.68568638393,42129.754788306454,47462.4,51929.18699596774,54143.999739583334,53133.21295362903,49197.8324092742,44064,38818.68384576613,34352.639973958336,32241.13615171371,105.28571428571429,86.04761904761905,100.61904761904762,97.52380952380952,103.80952380952381,127.28571428571429,118.28571428571429,112.14285714285714,117.9047619047619,136.23809523809524,91.85714285714286,109.47619047619048,211.28847936697636,297.1210879241528,391.7026107483379,448.0965076143779,408.4399380896315,383.9796825227283,385.4205841205087,371.4998471308414,333.75999968998013,258.07926316854594,189.98857131836905,170.06205829790295,1538.857142857143,2648.9523809523807,3501.5238095238096,2265.1428571428573,482.0952380952381,8,0,0,0,0,8,402.4761904761905,10.857142857142858,10.357142857142858,16.595238095238095,25.142857142857142,29.047619047619047,31.404761904761905,32.285714285714285,31.404761904761905,29.30952380952381,23.714285714285715,17.904761904761905,13,-21.166666666666668,-19.047619047619047,-15.523809523809524,-5.166666666666667,-0.7857142857142857,4.833333333333333,9.523809523809524,8.166666666666666,2.238095238095238,-3.5,-9.261904761904763,-15.214285714285714,307.28110599078343,314.76190476190476,440.2457757296467,655.5555555555555,999.447004608295,1426.920634920635,1708.2642089093702,1611.490015360983,1247.5555555555557,812.1044546850999,574.984126984127,408.29493087557603
NEON.PLA.D01.HARV.01226,33400.56804435484,37176.68568638393,42129.754788306454,47462.4,51929.18699596774,54143.999739583334,53133.21295362903,49197.8324092742,44064,38818.68384576613,34352.639973958336,32241.13615171371,102.42857142857143,82.95238095238095,99.33333333333333,95.0952380952381,99.66666666666667,125,113.66666666666667,106.71428571428571,114.04761904761905,134.9047619047619,90.61904761904762,106.66666666666667,208.78648260441793,293.2571434877357,384.47188958374585,443.6571428208124,406.65069155832225,380.5409521193731,383.8427041166572,369.32718898697016,331.1390478467184,255.67557582474342,187.83492074996707,167.7222735673052,1456,2494.6666666666665,3325.904761904762,2124.3809523809523,419.6190476190476,9.142857142857142,0,0,0,0,7.619047619047619,384.1904761904762,10.904761904761905,10.30952380952381,16.642857142857142,25.19047619047619,29.095238095238095,31.571428571428573,32.45238095238095,31.547619047619047,29.333333333333332,23.761904761904763,18,13.023809523809524,-21.214285714285715,-19.047619047619047,-15.547619047619047,-5.119047619047619,-0.7857142857142857,4.880952380952381,9.571428571428571,8.214285714285714,2.2857142857142856,-3.5476190476190474,-9.285714285714286,-15.261904761904763,307.40399385560676,315.98639455782313,441.72043010752685,657.5873015873016,1001.2288786482335,1429.7777777777778,1713.7327188940092,1618.1874039938557,1250.095238095238,813.57910906298,575.4285714285714,408.9093701996928
NEON.PLA.D01.HARV.01397,33400.56804435484,37176.68568638393,42129.754788306454,47462.4,51929.18699596774,54143.999739583334,53133.21295362903,49197.8324092742,44064,38818.68384576613,34352.639973958336,32241.13615171371,103.66666666666667,84.28571428571429,98.61904761904762,96.52380952380952,101.9047619047619,127.28571428571429,116.33333333333333,110,116.52380952380952,136.33333333333334,90.57142857142857,107.85714285714286,211.87834103023218,297.7469388092456,390.29677483343306,446.2730166722858,407.21597565447314,382.36444444202243,384.7078340240338,370.91981568461006,333.60253999498156,258.1431647797334,190.090158831884,170.28817188831334,1497.7142857142858,2590.095238095238,3399.4285714285716,2164,432.3809523809524,7.619047619047619,0,0,0,0,6.666666666666667,389.9047619047619,10.833333333333334,10.428571428571429,16.69047619047619,25.30952380952381,29.19047619047619,31.595238095238095,32.42857142857143,31.595238095238095,29.404761904761905,23.80952380952381,18.023809523809526,13.023809523809524,-21.214285714285715,-19.142857142857142,-15.595238095238095,-5.166666666666667,-0.8571428571428571,4.833333333333333,9.523809523809524,8.095238095238095,2.2142857142857144,-3.5952380952380953,-9.30952380952381,-15.238095238095237,307.34254992319507,314.8299319727891,441.4746543778802,656.5714285714286,1002.0276497695852,1432.126984126984,1714.162826420891,1617.142857142857,1248.952380952381,812.2887864823349,574.3492063492064,408.29493087557603
