identifierID,daylength_1,daylength_2,daylength_3,daylength_4,daylength_5,daylength_6,daylength_7,daylength_8,daylength_9,daylength_10,daylength_11,daylength_12,prec_1,prec_2,prec_3,prec_4,prec_5,prec_6,prec_7,prec_8,prec_9,prec_10,prec_11,prec_12,rad_1,rad_2,rad_3,rad_4,rad_5,rad_6,rad_7,rad_8,rad_9,rad_10,rad_11,rad_12,snow_melt_1,snow_melt_2,snow_melt_3,snow_melt_4,snow_melt_5,snow_melt_6,snow_melt_7,snow_melt_8,snow_melt_9,snow_melt_10,snow_melt_11,snow_melt_12,tmax_1,tmax_2,tmax_3,tmax_4,tmax_5,tmax_6,tmax_7,tmax_8,tmax_9,tmax_10,tmax_11,tmax_12,tmin_1,tmin_2,tmin_3,tmin_4,tmin_5,tmin_6,tmin_7,tmin_8,tmin_9,tmin_10,tmin_11,tmin_12,vp_1,vp_2,vp_3,vp_4,vp_5,vp_6,vp_7,vp_8,vp_9,vp_10,vp_11,vp_12
NEON.PLA.D02.SCBI.00003,34615.7418094758,37904.914341517855,42274.68384576613,46932.480078125,50847.793598790326,52784.64049479167,51929.18724798387,48495.48387096774,43983.360026041664,39320.36126512097,35412.479817708336,33590.08984375,75.52380952380952,64.28571428571429,91.33333333333333,95.28571428571429,116.9047619047619,127.66666666666667,97.85714285714286,91.42857142857143,131.23809523809524,101.52380952380952,85.0952380952381,83.19047619047619,224.08847947713966,302.3346940514182,364.37726595361477,399.07555515349856,394.1210447038923,389.56698463076634,389.4611363213183,376.1351770849272,343.9949209546286,285.92565288631596,219.39301620967805,189.09984651908348,311.8095238095238,532.7619047619048,395.23809523809524,17.142857142857142,0,0,0,0,0,0,1.1428571428571428,116.19047619047619,17.238095238095237,16.785714285714285,22.61904761904762,28.642857142857142,30.30952380952381,32.5,33.857142857142854,32.95238095238095,30.666666666666668,27,22.428571428571427,17.595238095238095,-14.333333333333334,-12.619047619047619,-9.476190476190476,-2.3333333333333335,2.761904761904762,8.833333333333334,11.928571428571429,11.595238095238095,5.880952380952381,-0.8809523809523809,-6.261904761904762,-10.357142857142858,450.4454685099846,460.1360544217687,611.5514592933948,875.936507936508,1261.3824884792627,1730.4126984126983,1946.1136712749617,1900.0307219662059,1502.3492063492063,999.1397849462365,692.6349206349206,521.2288786482335
NEON.PLA.D02.SCBI.00011,34615.7418094758,37904.914341517855,42274.68384576613,46932.480078125,50847.793598790326,52784.64049479167,51929.18724798387,48495.48387096774,43983.360026041664,39320.36126512097,35412.479817708336,33590.08984375,75.52380952380952,64.28571428571429,91.33333333333333,95.28571428571429,116.9047619047619,127.66666666666667,97.85714285714286,91.42857142857143,131.23809523809524,101.52380952380952,85.0952380952381,83.19047619047619,224.08847947713966,302.3346940514182,364.37726595361477,399.07555515349856,394.1210447038923,389.56698463076634,389.4611363213183,376.1351770849272,343.9949209546286,285.92565288631596,219.39301620967805,189.09984651908348,311.8095238095238,532.7619047619048,395.23809523809524,17.142857142857142,0,0,0,0,0,0,1.1428571428571428,116.19047619047619,17.238095238095237,16.785714285714285,22.61904761904762,28.642857142857142,30.30952380952381,32.5,33.857142857142854,32.95238095238095,30.666666666666668,27,22.428571428571427,17.595238095238095,-14.333333333333334,-12.619047619047619,-9.476190476190476,-2.3333333333333335,2.761904761904762,8.833333333333334,11.928571428571429,11.595238095238095,5.880952380952381,-0.8809523809523809,-6.261904761904762,-10.357142857142858,450.4454685099846,460.1360544217687,611.5514592933948,875.936507936508,1261.3824884792627,1730.4126984126983,1946.1136712749617,1900.0307219662059,1502.3492063492063,999.1397849462365,692.6349206349206,521.2288786482335
NEON.PLA.D02.SCBI.00279,34615.7418094758,37904.914341517855,42274.68384576613,46932.480078125,50847.793598790326,52784.64049479167,51929.18724798387,48495.48387096774,43983.360026041664,39320.36126512097,35412.479817708336,33590.08984375,74.85714285714286,63.57142857142857,91.76190476190476,94.57142857142857,115.23809523809524,126.42857142857143,98.14285714285714,91.28571428571429,130.47619047619048,99.47619047619048,84.04761904761905,81.19047619047619,224.22611357283117,302.976870802795,363.9299539662726,399.989841085767,394.917357566353,391.04000009203713,390.0067589052262,376.45960139495804,344.18285736810594,286.2500768799203,219.72825394887772,189.51766515400735,303.6190476190476,509.14285714285717,379.8095238095238,13.904761904761905,0,0,0,0,0,0,1.1428571428571428,113.52380952380952,17.38095238095238,16.857142857142858,22.666666666666668,28.69047619047619,30.476190476190474,32.595238095238095,33.95238095238095,33.19047619047619,30.80952380952381,27.142857142857142,22.642857142857142,17.666666666666668,-14.357142857142858,-12.642857142857142,-9.452380952380953,-2.3333333333333335,2.7142857142857144,8.738095238095237,11.880952380952381,11.571428571428571,5.761904761904762,-0.9285714285714286,-6.357142857142857,-10.380952380952381,450.937019969278,460.13605442176873,611.8586789554531,876,1258.3717357910907,1726.920634920635,1940.5222734254992,1895.299539170507,1498.7301587301588,997.0506912442396,691.3015873015873,521.3517665130569
NEON.PLA.D02.SCBI.01103,34615.7418094758,37904.914341517855,42274.68384576613,46932.480078125,50847.793598790326,52784.64049479167,51929.18724798387,48495.48387096774,43983.360026041664,39320.36126512097,35412.479817708336,33590.08984375,76.95238095238095,64.9047619047619,92.57142857142857,95.9047619047619,118,128.28571428571428,98.33333333333333,93.33333333333333,132.95238095238096,102.19047619047619,85.71428571428571,83.52380952380952,229.30875614125242,307.918367204212,368.34900225801954,401.6304760766408,393.8900151172175,389.2419055393764,389.2694318100421,376.2089094287972,346.6666660974896,290.48725018010526,224.44190491570367,193.64669751754738,313.3333333333333,538.4761904761905,397.7142857142857,17.904761904761905,0,0,0,0,0,0,1.1428571428571428,116.19047619047619,17.238095238095237,16.69047619047619,22.571428571428573,28.61904761904762,30.261904761904763,32.476190476190474,33.785714285714285,32.904761904761905,30.61904761904762,27,22.428571428571427,17.523809523809526,-14.404761904761905,-12.69047619047619,-9.523809523809524,-2.357142857142857,2.761904761904762,8.833333333333334,11.904761904761905,11.642857142857142,5.880952380952381,-0.8809523809523809,-6.261904761904762,-10.357142857142858,449.89247311827955,459.59183673469386,610.9984639016897,875.1111111111111,1260.215053763441,1730.857142857143,1947.15821812596,1898.6175115207373,1502.4761904761906,999.0168970814132,692.8253968253969,521.1059907834101
NEON.PLA.D02.SCBI.01151,34615.7418094758,37904.914341517855,42274.68384576613,46932.480078125,50847.793598790326,52784.64049479167,51929.18724798387,48495.48387096774,43983.360026041664,39320.36126512097,35412.479817708336,33590.08984375,75.52380952380952,64.28571428571429,91.33333333333333,95.28571428571429,116.9047619047619,127.66666666666667,97.85714285714286,91.42857142857143,131.23809523809524,101.52380952380952,85.0952380952381,83.19047619047619,224.08847947713966,302.3346940514182,364.37726595361477,399.07555515349856,394.1210447038923,389.56698463076634,389.4611363213183,376.1351770849272,343.9949209546286,285.92565288631596,219.39301620967805,189.09984651908348,311.8095238095238,532.7619047619048,395.23809523809524,17.142857142857142,0,0,0,0,0,0,1.1428571428571428,116.19047619047619,17.238095238095237,16.785714285714285,22.61904761904762,28.642857142857142,30.30952380952381,32.5,33.857142857142854,32.95238095238095,30.666666666666668,27,22.428571428571427,17.595238095238095,-14.333333333333334,-12.619047619047619,-9.476190476190476,-2.3333333333333335,2.761904761904762,8.833333333333334,11.928571428571429,11.595238095238095,5.880952380952381,-0.8809523809523809,-6.261904761904762,-10.357142857142858,450.4454685099846,460.1360544217687,611.5514592933948,875.936507936508,1261.3824884792627,1730.4126984126983,1946.1136712749617,1900.0307219662059,1502.3492063492063,999.1397849462365,692.6349206349206,521.2288786482335
NEON.PLA.D02.SCBI.01496,34615.7418094758,37904.914341517855,42274.68384576613,46932.480078125,50847.793598790326,52784.64049479167,51929.18724798387,48495.48387096774,43983.360026041664,39320.36126512097,35412.479817708336,33590.08984375,77.66666666666667,66.23809523809524,94.38095238095238,98.52380952380952,120.0952380952381,132,102.47619047619048,94.95238095238095,136.14285714285714,103.66666666666667,86.33333333333333,84.52380952380952,222.06328764415923,299.9292516383995,363.01075301631806,397.92253976246667,392.641474909863,387.80952410016744,388.0798770066597,373.23993925454977,341.7142857021756,283.91029185633505,218.11809570675806,187.0402454487556,311.8095238095238,553.7142857142857,422.2857142857143,21.142857142857142,0,0,0,0,0,0,1.1428571428571428,107.80952380952381,17.023809523809526,16.666666666666668,22.476190476190474,28.523809523809526,30.19047619047619,32.30952380952381,33.642857142857146,32.73809523809524,30.476190476190474,26.785714285714285,22.333333333333332,17.476190476190474,-14.523809523809524,-12.857142857142858,-9.738095238095237,-2.5238095238095237,2.6666666666666665,8.738095238095237,11.857142857142858,11.619047619047619,5.857142857142857,-0.9761904761904762,-6.404761904761905,-10.5,447.12749615975423,456.53061224489795,607.741935483871,872.952380952381,1255.4224270353302,1724.952380952381,1939.047619047619,1889.8924731182794,1496.063492063492,995.3302611367128,689.015873015873,518.0337941628264
NEON.PLA.D02.SCBI.01531,34615.7418094758,37904.914341517855,42274.68384576613,46932.480078125,50847.793598790326,52784.64049479167,51929.18724798387,48495.48387096774,43983.360026041664,39320.36126512097,35412.479817708336,33590.08984375,77.66666666666667,66.23809523809524,94.38095238095238,98.52380952380952,120.0952380952381,132,102.47619047619048,94.95238095238095,136.14285714285714,103.66666666666667,86.33333333333333,84.52380952380952,222.06328764415923,299.9292516383995,363.01075301631806,397.92253976246667,392.641474909863,387.80952410016744,388.0798770066597,373.23993925454977,341.7142857021756,283.91029185633505,218.11809570675806,187.0402454487556,311.8095238095238,553.7142857142857,422.2857142857143,21.142857142857142,0,0,0,0,0,0,1.1428571428571428,107.80952380952381,17.023809523809526,16.666666666666668,22.476190476190474,28.523809523809526,30.19047619047619,32.30952380952381,33.642857142857146,32.73809523809524,30.476190476190474,26.785714285714285,22.333333333333332,17.476190476190474,-14.523809523809524,-12.857142857142858,-9.738095238095237,-2.5238095238095237,2.6666666666666665,8.738095238095237,11.857142857142858,11.619047619047619,5.857142857142857,-0.9761904761904762,-6.404761904761905,-10.5,447.12749615975423,456.53061224489795,607.741935483871,872.952380952381,1255.4224270353302,1724.952380952381,1939.047619047619,1889.8924731182794,1496.063492063492,995.3302611367128,689.015873015873,518.0337941628264
NEON.PLA.D02.SCBI.01594,34615.7418094758,37904.914341517855,42274.68384576613,46932.480078125,50847.793598790326,52784.64049479167,51929.18724798387,48495.48387096774,43983.360026041664,39320.36126512097,35412.479817708336,33590.08984375,83.0952380952381,70.71428571428571,96.76190476190476,103.47619047619048,127.71428571428571,142.38095238095238,106.04761904761905,101.04761904761905,141.23809523809524,110.28571428571429,92.28571428571429,90.47619047619048,236.50015343169463,315.96734729429494,376.4350232184391,403.9415876721579,390.13456237371065,384.6196818760463,386.2316436181603,375.412596320227,349.0641269199432,295.0193549887193,230.27809538462805,199.7321040655977,350.85714285714283,640.1904761904761,512.5714285714286,49.714285714285715,0,0,0,0,0,0,1.1428571428571428,176,16.595238095238095,16.142857142857142,22.023809523809526,28.214285714285715,29.595238095238095,31.61904761904762,33.07142857142857,32.04761904761905,29.857142857142858,26.166666666666668,21.761904761904763,16.904761904761905,-14.80952380952381,-13.380952380952381,-10.119047619047619,-3.0476190476190474,2.5952380952380953,8.714285714285714,11.69047619047619,11.738095238095237,5.880952380952381,-0.7619047619047619,-6.476190476190476,-10.642857142857142,439.7542242703533,449.59183673469386,598.7711213517665,866.6666666666666,1250.199692780338,1724.6984126984128,1934.2549923195083,1887.2503840245777,1494.857142857143,995.5145929339478,685.9047619047619,513.2411674347159
NEON.PLA.D02.SCBI.01630,34615.7418094758,37904.914341517855,42274.68384576613,46932.480078125,50847.793598790326,52784.64049479167,51929.18724798387,48495.48387096774,43983.360026041664,39320.36126512097,35412.479817708336,33590.08984375,79.04761904761905,66.71428571428571,94.33333333333333,98.85714285714286,121.0952380952381,133.85714285714286,100.80952380952381,96.14285714285714,136.14285714285714,105.04761904761905,87.66666666666667,86.04761904761905,229.72657437185356,308.2775511319945,368.74715877128637,400.0355563814678,391.2208909885858,384.5028572688027,386.0104457075878,373.7118278772966,345.0666663275825,290.148079879456,224.76698441278367,194.01044559625254,331.8095238095238,564.7619047619048,433.3333333333333,24.761904761904763,0,0,0,0,0,0,1.1428571428571428,125.71428571428571,16.952380952380953,16.571428571428573,22.38095238095238,28.476190476190474,30,32.23809523809524,33.57142857142857,32.61904761904762,30.30952380952381,26.714285714285715,22.238095238095237,17.38095238095238,-14.523809523809524,-12.928571428571429,-9.738095238095237,-2.642857142857143,2.7857142857142856,8.80952380952381,11.928571428571429,11.714285714285714,5.880952380952381,-0.8095238095238095,-6.309523809523809,-10.452380952380953,447.31182795698925,456.3945578231293,607.3118279569893,874.6666666666666,1257.572964669739,1733.2063492063492,1946.605222734255,1896.8356374807988,1500.888888888889,998.1566820276498,690.9206349206349,518.2795698924731
NEON.PLA.D02.SCBI.01655,34615.7418094758,37904.914341517855,42274.68384576613,46932.480078125,50847.793598790326,52784.64049479167,51929.18724798387,48495.48387096774,43983.360026041664,39320.36126512097,35412.479817708336,33590.08984375,79.04761904761905,66.71428571428571,94.33333333333333,98.85714285714286,121.0952380952381,133.85714285714286,100.80952380952381,96.14285714285714,136.14285714285714,105.04761904761905,87.66666666666667,86.04761904761905,229.72657437185356,308.2775511319945,368.74715877128637,400.0355563814678,391.2208909885858,384.5028572688027,386.0104457075878,373.7118278772966,345.0666663275825,290.148079879456,224.76698441278367,194.01044559625254,331.8095238095238,564.7619047619048,433.3333333333333,24.761904761904763,0,0,0,0,0,0,1.1428571428571428,125.71428571428571,16.952380952380953,16.571428571428573,22.38095238095238,28.476190476190474,30,32.23809523809524,33.57142857142857,32.61904761904762,30.30952380952381,26.714285714285715,22.238095238095237,17.38095238095238,-14.523809523809524,-12.928571428571429,-9.738095238095237,-2.642857142857143,2.7857142857142856,8.80952380952381,11.928571428571429,11.714285714285714,5.880952380952381,-0.8095238095238095,-6.309523809523809,-10.452380952380953,447.31182795698925,456.3945578231293,607.3118279569893,874.6666666666666,1257.572964669739,1733.2063492063492,1946.605222734255,1896.8356374807988,1500.888888888889,998.1566820276498,690.9206349206349,518.2795698924731
